"sample_type" "gene" "expression_level"
"705" "Normal" "GATA3" -3.08
"706" "Normal" "GATA3" -3.61
"707" "Normal" "GATA3" -4.17
"708" "Normal" "GATA3" -3.66
"709" "Normal" "GATA3" -3.33
"710" "Normal" "GATA3" -4.13
"711" "Normal" "GATA3" -3.47
"712" "Normal" "GATA3" -3.36
"713" "Normal" "GATA3" -3.59
"714" "Normal" "GATA3" -4.75
"715" "Normal" "GATA3" -4.72
"716" "Normal" "GATA3" -4.67
"717" "Normal" "GATA3" -5.96
"718" "Normal" "GATA3" -3.1
"719" "Normal" "GATA3" -3.19
"720" "Normal" "GATA3" -4.41
"721" "Normal" "GATA3" -3.99
"722" "Normal" "GATA3" -4.42
"723" "Normal" "GATA3" -3.92
"724" "Normal" "GATA3" -4.38
"725" "Normal" "GATA3" -4.8
"726" "Normal" "GATA3" -4.09
"727" "Normal" "GATA3" -3.83
"728" "Normal" "GATA3" -4.1
"729" "Normal" "GATA3" -5.21
"730" "Normal" "GATA3" -4.52
"731" "Normal" "GATA3" -4.41
"732" "Normal" "GATA3" -4.21
"733" "Normal" "GATA3" -5.2
"734" "Normal" "GATA3" -3.09
"735" "Normal" "GATA3" -4.77
"736" "Normal" "GATA3" -4.91
"737" "Normal" "GATA3" -4.5
"738" "Normal" "GATA3" -4.4
"739" "Normal" "GATA3" -4.34
"740" "Normal" "GATA3" -3.85
"741" "Normal" "GATA3" -4.46
"742" "Normal" "GATA3" -4.23
"743" "Normal" "GATA3" -4.12
"744" "Normal" "GATA3" -5.03
"745" "Normal" "GATA3" -5.24
"746" "Normal" "GATA3" -4.01
"747" "Normal" "GATA3" -4.23
"748" "Normal" "GATA3" -4.42
"749" "Normal" "GATA3" -4.28
"750" "Normal" "GATA3" -2.76
"751" "Normal" "GATA3" -4.56
"752" "Normal" "GATA3" -4.39
"753" "Normal" "GATA3" -5.07
"754" "Normal" "GATA3" -4.5
"755" "Normal" "GATA3" -4.56
"756" "Normal" "GATA3" -4.41
"757" "Normal" "GATA3" -4.72
"758" "Normal" "GATA3" -4.7
"759" "Normal" "GATA3" -4.21
"760" "Normal" "GATA3" -5.21
"761" "Normal" "GATA3" -4.31
"762" "Normal" "GATA3" -3.82
"763" "Normal" "GATA3" -4.56
"764" "Normal" "GATA3" -3.91
"765" "Normal" "GATA3" -3.84
"766" "Normal" "GATA3" -3.27
"767" "Normal" "GATA3" -3.66
"768" "Normal" "GATA3" -5.78
"769" "Normal" "GATA3" -4.83
"770" "Normal" "GATA3" -4.37
"771" "Normal" "GATA3" -4.35
"772" "Normal" "GATA3" -3.17
"773" "Normal" "GATA3" -3.69
"774" "Normal" "GATA3" -2.65
"775" "Normal" "GATA3" -3.81
"776" "Normal" "GATA3" -4.16
"777" "Normal" "GATA3" -4.18
"778" "Normal" "GATA3" -4.14
"779" "Normal" "GATA3" -5.06
"780" "Normal" "GATA3" -4.11
"781" "Normal" "GATA3" -4.85
"782" "Normal" "GATA3" -4.86
"783" "Normal" "GATA3" -3.51
"784" "Normal" "GATA3" -4.7
"785" "Normal" "GATA3" -5.18
"786" "Normal" "GATA3" -4.21
"787" "Normal" "GATA3" -3.97
"788" "Normal" "GATA3" -5.47
"789" "Normal" "GATA3" -3.54
"790" "Normal" "GATA3" -3.46
"791" "Normal" "GATA3" -4.04
"792" "Normal" "GATA3" -3.98
"793" "Normal" "GATA3" -3.88
"794" "Normal" "GATA3" -4.25
"795" "Normal" "GATA3" -3.94
"796" "Normal" "GATA3" -3.91
"797" "Normal" "GATA3" -3.62
"798" "Normal" "GATA3" -4.44
"799" "Normal" "GATA3" -5.9
"800" "Normal" "GATA3" -4.86
"801" "Normal" "GATA3" -3.71
"802" "Normal" "GATA3" -4.39
"803" "Normal" "GATA3" -3.75
"804" "Normal" "GATA3" -5.39
"805" "Normal" "GATA3" -3.52
"806" "Normal" "GATA3" -4.47
"807" "Normal" "GATA3" -2.92
"808" "Normal" "GATA3" -4.29
"809" "Normal" "GATA3" -4.35
"810" "Normal" "GATA3" -3.45
"811" "Normal" "GATA3" -3.5
"812" "Normal" "GATA3" -3.86
"813" "Normal" "GATA3" -3.41
"814" "Normal" "GATA3" -4.55
"815" "Normal" "GATA3" -3.58
"816" "Normal" "GATA3" -3.5
"817" "Normal" "GATA3" -4.68
"818" "Normal" "GATA3" -3.57
"819" "Normal" "GATA3" -3.87
"820" "Normal" "GATA3" -5.09
"821" "Normal" "GATA3" -4.69
"822" "Normal" "GATA3" -4.43
"823" "Normal" "GATA3" -4.95
"824" "Normal" "GATA3" -5.45
"825" "Normal" "GATA3" -4.14
"826" "Normal" "GATA3" -4.35
"827" "Normal" "GATA3" -5.3
"828" "Normal" "GATA3" -4.53
"829" "Normal" "GATA3" -4.54
"830" "Normal" "GATA3" -4.28
"831" "Normal" "GATA3" -5.12
"832" "Normal" "GATA3" -5.67
"833" "Normal" "GATA3" -4.95
"834" "Normal" "GATA3" -3.53
"835" "Normal" "GATA3" -3.85
"836" "Normal" "GATA3" -4.62
"837" "Normal" "GATA3" -3.29
"838" "Normal" "GATA3" -2.79
"839" "Normal" "GATA3" -4.2
"840" "Normal" "GATA3" -5.18
"841" "Normal" "GATA3" -4.07
"842" "Normal" "GATA3" -4.04
"843" "Normal" "GATA3" -4.84
"844" "Normal" "GATA3" -4.64
"845" "Normal" "GATA3" -4.88
"846" "Normal" "GATA3" -4.19
"847" "Normal" "GATA3" -4.08
"848" "Normal" "GATA3" -5.18
"849" "Normal" "GATA3" -4.46
"850" "Normal" "GATA3" -4.86
"851" "Normal" "GATA3" -4.19
"852" "Normal" "GATA3" -5.04
"853" "Normal" "GATA3" -3.64
"854" "Normal" "GATA3" -4.14
"855" "Normal" "GATA3" -4.47
"856" "Normal" "GATA3" -4.16
"857" "Normal" "GATA3" -3.32
"858" "Normal" "GATA3" -4.83
"859" "Normal" "GATA3" -3.31
"860" "Normal" "GATA3" -4.13
"861" "Normal" "GATA3" -3.63
"862" "Normal" "GATA3" -3.95
"863" "Normal" "GATA3" -5.25
"864" "Normal" "GATA3" -5.14
"865" "Normal" "GATA3" -5
"866" "Normal" "GATA3" -4.63
"867" "Normal" "GATA3" -4.71
"868" "Normal" "GATA3" -3.48
"869" "Normal" "GATA3" -4.4
"870" "Normal" "GATA3" -5.24
"871" "Normal" "GATA3" -3.95
"872" "Normal" "GATA3" -4.34
"873" "Normal" "GATA3" -4.6
"874" "Normal" "GATA3" -3.78
"875" "Normal" "GATA3" -3.99
"876" "Normal" "GATA3" -4.25
"877" "Normal" "GATA3" -4.49
"878" "Normal" "GATA3" -3.76
"879" "Normal" "GATA3" -4.55
"880" "Normal" "GATA3" -4.08
"881" "Normal" "GATA3" -3.57
"882" "Normal" "GATA3" -4.05
"883" "Normal" "GATA3" -3.41
"884" "Normal" "GATA3" -5.69
"885" "Normal" "GATA3" -4.99
"886" "Normal" "GATA3" -5.08
"887" "Normal" "GATA3" -5.18
"888" "Normal" "GATA3" -5.06
"889" "Normal" "GATA3" -4.91
"890" "Normal" "GATA3" -4.14
"891" "Normal" "GATA3" -5.69
"892" "Normal" "GATA3" -5.73
"893" "Normal" "GATA3" -4.23
"894" "Normal" "GATA3" -5.01
"895" "Normal" "GATA3" -4.36
"896" "Normal" "GATA3" -5.91
"897" "Normal" "GATA3" -4.44
"898" "Normal" "GATA3" -4.25
"899" "Normal" "GATA3" -3.79
"900" "Normal" "GATA3" -4.12
"901" "Normal" "GATA3" -4.57
"902" "Normal" "GATA3" -4.46
"903" "Normal" "GATA3" -3.5
"904" "Normal" "GATA3" -4.52
"905" "Normal" "GATA3" -4.74
"906" "Normal" "GATA3" -4.44
"907" "Normal" "GATA3" -4.39
"908" "Normal" "GATA3" -4.1
"909" "Normal" "GATA3" -4.58
"910" "Normal" "GATA3" -4.24
"911" "Normal" "GATA3" -5.84
"912" "Normal" "GATA3" -4.6
"913" "Normal" "GATA3" -3.79
"914" "Normal" "GATA3" -4.55
"915" "Normal" "GATA3" -0.94
"916" "Normal" "GATA3" -4.63
"917" "Normal" "GATA3" -4.33
"918" "Normal" "GATA3" -5.25
"919" "Normal" "GATA3" -4.48
"920" "Normal" "GATA3" -5.77
"921" "Normal" "GATA3" -4.26
"922" "Normal" "GATA3" -4.71
"923" "Normal" "GATA3" -2.99
"924" "Normal" "GATA3" -3.93
"925" "Normal" "GATA3" -3.94
"926" "Normal" "GATA3" -4.86
"927" "Normal" "GATA3" -5.48
"928" "Normal" "GATA3" -3.68
"929" "Normal" "GATA3" -4.17
"930" "Normal" "GATA3" -3.68
"931" "Normal" "GATA3" -3.82
"932" "Normal" "GATA3" -4.34
"933" "Normal" "GATA3" -4.81
"934" "Normal" "GATA3" -4.51
"935" "Normal" "GATA3" -4.67
"936" "Normal" "GATA3" -4.21
"937" "Normal" "GATA3" -4.26
"938" "Normal" "GATA3" -3.44
"939" "Normal" "GATA3" -3.99
"940" "Normal" "GATA3" -3.53
"941" "Normal" "GATA3" -4.22
"942" "Normal" "GATA3" -3.27
"943" "Normal" "GATA3" -4.32
"944" "Normal" "GATA3" -4.6
"945" "Normal" "GATA3" -5.59
"946" "Normal" "GATA3" -3.66
"947" "Normal" "GATA3" -4.55
"948" "Normal" "GATA3" -4.82
"949" "Normal" "GATA3" -5.17
"950" "Normal" "GATA3" -3.83
"951" "Normal" "GATA3" -5.16
"952" "Normal" "GATA3" -4.19
"953" "Normal" "GATA3" -4.22
"954" "Normal" "GATA3" -4.72
"955" "Normal" "GATA3" -4.65
"956" "Normal" "GATA3" -3.93
"957" "Normal" "GATA3" -3.79
"958" "Normal" "GATA3" -4.68
"959" "Normal" "GATA3" -4.74
"960" "Normal" "GATA3" -4.2
"961" "Normal" "GATA3" -4.82
"962" "Normal" "GATA3" -4.1
"963" "Normal" "GATA3" -4.71
"964" "Normal" "GATA3" -4.78
"965" "Normal" "GATA3" -3.94
"966" "Normal" "GATA3" -3.17
"967" "Normal" "GATA3" -3.97
"968" "Normal" "GATA3" -4.88
"969" "Normal" "GATA3" -3.94
"970" "Normal" "GATA3" -4.85
"971" "Normal" "GATA3" -4.37
"972" "Normal" "GATA3" -3.95
"973" "Normal" "GATA3" -3.74
"974" "Normal" "GATA3" -4.36
"975" "Normal" "GATA3" -4.61
"976" "Normal" "GATA3" -4
"977" "Normal" "GATA3" -4.11
"978" "Normal" "GATA3" -3.95
"979" "Normal" "GATA3" -4.43
"980" "Normal" "GATA3" -4.54
"981" "Normal" "GATA3" -5.05
"982" "Normal" "GATA3" -4.46
"983" "Normal" "GATA3" -4.34
"984" "Normal" "GATA3" -4.96
"985" "Normal" "GATA3" -3.96
"986" "Normal" "GATA3" -3.75
"987" "Normal" "GATA3" -4.29
"988" "Normal" "GATA3" -4.93
"989" "Normal" "GATA3" -4.91
"990" "Normal" "GATA3" -4.98
"991" "Normal" "GATA3" -3.6
"992" "Normal" "GATA3" -4.12
"993" "Normal" "GATA3" -3.94
"994" "Normal" "GATA3" -4.41
"995" "Normal" "GATA3" -3.66
"996" "Normal" "GATA3" -4.09
"997" "Normal" "GATA3" -3.59
"998" "Normal" "GATA3" -4.47
"999" "Normal" "GATA3" -5.03
"1000" "Normal" "GATA3" -4.49
"1001" "Normal" "GATA3" -4.73
"1002" "Normal" "GATA3" -4.07
"1003" "Normal" "GATA3" -4.63
"1004" "Normal" "GATA3" -4.13
"1005" "Normal" "GATA3" -4.38
"1006" "Normal" "GATA3" -3.93
"1007" "Normal" "GATA3" -5.42
"1008" "Normal" "GATA3" -3.29
"1009" "Normal" "GATA3" -4.8
"1010" "Normal" "GATA3" -4.02
"1011" "Normal" "GATA3" -3.68
"1012" "Normal" "GATA3" -4.55
"1013" "Normal" "GATA3" -4.18
"1014" "Normal" "GATA3" -3.03
"1015" "Normal" "GATA3" -4.85
"1016" "Normal" "GATA3" -2.59
"1017" "Normal" "GATA3" -3.45
"1018" "Normal" "GATA3" -3.54
"1019" "Normal" "GATA3" -4.45
"1020" "Normal" "GATA3" -4.09
"1021" "Normal" "GATA3" -2.86
"1022" "Normal" "GATA3" -3.57
"1023" "Normal" "GATA3" -3.69
"1024" "Normal" "GATA3" -4.1
"1025" "Normal" "GATA3" -4.52
"1026" "Normal" "GATA3" -4.34
"1027" "Normal" "GATA3" -4.71
"1028" "Normal" "GATA3" -4.3
"1029" "Normal" "GATA3" -3.89
"1030" "Normal" "GATA3" -4.45
"1031" "Normal" "GATA3" -3.37
"1032" "Normal" "GATA3" -3.7
"1033" "Normal" "GATA3" -4.29
"1034" "Normal" "GATA3" -4.27
"1035" "Normal" "GATA3" -5.07
"1036" "Normal" "GATA3" -4.5
"1037" "Normal" "GATA3" -4.42
"1038" "Normal" "GATA3" -5.1
"1039" "Normal" "GATA3" -3.93
"1040" "Normal" "GATA3" -4.84
"1041" "Normal" "GATA3" -4.49
"1042" "Normal" "GATA3" -4.12
"1043" "Normal" "GATA3" -4.27
"1044" "Normal" "GATA3" -3.99
"1045" "Normal" "GATA3" -4.46
"1046" "Normal" "GATA3" -4.01
"1047" "Normal" "GATA3" -4.13
"1048" "Normal" "GATA3" -4.25
"1049" "Normal" "GATA3" -4.42
"1050" "Normal" "GATA3" -5.12
"1051" "Normal" "GATA3" -3.89
"1052" "Normal" "GATA3" -3.95
"1053" "Normal" "GATA3" -4.14
"1054" "Normal" "GATA3" -4.5
"1055" "Normal" "GATA3" -4.75
"1056" "Normal" "GATA3" -3.49
"1057" "Normal" "GATA3" -4.73
"1058" "Normal" "GATA3" -3.98
"1059" "Normal" "GATA3" -4.27
"1060" "Normal" "GATA3" -3.72
"1061" "Normal" "GATA3" -4.46
"1062" "Normal" "GATA3" -4.66
"1063" "Normal" "GATA3" -3.18
"1064" "Normal" "GATA3" -3.94
"1065" "Normal" "GATA3" -3.76
"1066" "Normal" "GATA3" -4.12
"1067" "Normal" "GATA3" -5.25
"1068" "Normal" "GATA3" -3.29
"1069" "Normal" "GATA3" -3.39
"1070" "Normal" "GATA3" -4.92
"1071" "Normal" "GATA3" -4.88
"1072" "Normal" "GATA3" -4.05
"1073" "Normal" "GATA3" -2.78
"1074" "Normal" "GATA3" -5.12
"1075" "Normal" "GATA3" -2.89
"1076" "Normal" "GATA3" -4.09
"1077" "Normal" "GATA3" -4.45
"1078" "Normal" "GATA3" 1.4
"1079" "Normal" "GATA3" -4.99
"1080" "Normal" "GATA3" -4.78
"1081" "Normal" "GATA3" -5.5
"1082" "Normal" "GATA3" -3.81
"1083" "Normal" "GATA3" -3.9
"1084" "Normal" "GATA3" -5.76
"1085" "Normal" "GATA3" -5.68
"1086" "Normal" "GATA3" -4.69
"1087" "Normal" "GATA3" -3.99
"1088" "Normal" "GATA3" -4.22
"1089" "Normal" "GATA3" -4.11
"1090" "Normal" "GATA3" -3.26
"1091" "Normal" "GATA3" -3.98
"1092" "Normal" "GATA3" -3.76
"1093" "Normal" "GATA3" -4.87
"1094" "Normal" "GATA3" -5.2
"1095" "Normal" "GATA3" -4.48
"1096" "Normal" "GATA3" -4.37
"1097" "Normal" "GATA3" -4.43
"1098" "Normal" "GATA3" -4.04
"1099" "Normal" "GATA3" -4.51
"1100" "Normal" "GATA3" -5.04
"1101" "Normal" "GATA3" -4.09
"1102" "Normal" "GATA3" -4.5
"1103" "Normal" "GATA3" -5.54
"1104" "Normal" "GATA3" -4.39
"1105" "Normal" "GATA3" -4.3
"1106" "Normal" "GATA3" -3.5
"1107" "Normal" "GATA3" -3.55
"1108" "Normal" "GATA3" -3.83
"1109" "Normal" "GATA3" -4.11
"1110" "Normal" "GATA3" -2.1
"1111" "Normal" "GATA3" -4
"1112" "Normal" "GATA3" -4.35
"1113" "Normal" "GATA3" -4.32
"1114" "Normal" "GATA3" -4.5
"1115" "Normal" "GATA3" -4.18
"1116" "Normal" "GATA3" -3.84
"1117" "Normal" "GATA3" -4.28
"1118" "Normal" "GATA3" -3.72
"1119" "Normal" "GATA3" -3.33
"1120" "Normal" "GATA3" -5.25
"1121" "Normal" "GATA3" -4.13
"1122" "Normal" "GATA3" -4.05
"1123" "Normal" "GATA3" -4.57
"1124" "Normal" "GATA3" -5.71
"1125" "Normal" "GATA3" -4.55
"1126" "Normal" "GATA3" -4.21
"1127" "Normal" "GATA3" -4.34
"1128" "Normal" "GATA3" -4.47
"1129" "Normal" "GATA3" -5.19
"1130" "Normal" "GATA3" -4
"1131" "Normal" "GATA3" -4.69
"1132" "Normal" "GATA3" -3.33
"1133" "Normal" "GATA3" -5.43
"1134" "Normal" "GATA3" -3.39
"1135" "Normal" "GATA3" -4.4
"1136" "Normal" "GATA3" -3.49
"1137" "Normal" "GATA3" -4.36
"1138" "Normal" "GATA3" -4.89
"1139" "Normal" "GATA3" -5.37
"1140" "Normal" "GATA3" -4.58
"1141" "Normal" "GATA3" -2.61
"1142" "Normal" "GATA3" -5.21
"1143" "Normal" "GATA3" -4.38
"1144" "Normal" "GATA3" -5.15
"1145" "Normal" "GATA3" -5.02
"1146" "Normal" "GATA3" -3.89
"1147" "Normal" "GATA3" -1.59
"1148" "Normal" "GATA3" -4.31
"1149" "Normal" "GATA3" -3.53
"1150" "Normal" "GATA3" -3.85
"1151" "Normal" "GATA3" -3.96
"1152" "Normal" "GATA3" -3.66
"1153" "Normal" "GATA3" -4.77
"1154" "Normal" "GATA3" -4.48
"1155" "Normal" "GATA3" -0.55
"1156" "Normal" "GATA3" -2.25
"1157" "Normal" "GATA3" -4.28
"1158" "Normal" "GATA3" -4.53
"1159" "Normal" "GATA3" -2.23
"1160" "Normal" "GATA3" -4.39
"1161" "Normal" "GATA3" -4.18
"1162" "Normal" "GATA3" -3.42
"1163" "Normal" "GATA3" -4.47
"1164" "Normal" "GATA3" -4.17
"1165" "Normal" "GATA3" -3.27
"1166" "Normal" "GATA3" -4.02
"1167" "Normal" "GATA3" -3.36
"1168" "Normal" "GATA3" -4.09
"1169" "Normal" "GATA3" -4.2
"1170" "Normal" "GATA3" -4.77
"1171" "Normal" "GATA3" -3.82
"1172" "Normal" "GATA3" -4.38
"1173" "Normal" "GATA3" 1.2
"1174" "Normal" "GATA3" -3.85
"1175" "Normal" "GATA3" -4.6
"1176" "Normal" "GATA3" -3.71
"1177" "Normal" "GATA3" -1.57
"1178" "Normal" "GATA3" -2.34
"1179" "Normal" "GATA3" -2.17
"1180" "Normal" "GATA3" -4.84
"1181" "Normal" "GATA3" -3.54
"1182" "Normal" "GATA3" -1.78
"1183" "Normal" "GATA3" -3.01
"1184" "Normal" "GATA3" -3.77
"1185" "Normal" "GATA3" -3.66
"1186" "Normal" "GATA3" -3.08
"1187" "Normal" "GATA3" -4.39
"1188" "Normal" "GATA3" -3.96
"1189" "Normal" "GATA3" -3.9
"1190" "Normal" "GATA3" -2.68
"1191" "Normal" "GATA3" -3.38
"1192" "Normal" "GATA3" -3.88
"1193" "Normal" "GATA3" -4.16
"1194" "Normal" "GATA3" -3.88
"1195" "Normal" "GATA3" -2.97
"1196" "Normal" "GATA3" -4.44
"1197" "Normal" "GATA3" -4.9
"1198" "Normal" "GATA3" -3.9
"1199" "Normal" "GATA3" -3.58
"1200" "Normal" "GATA3" -2.6
"1201" "Normal" "GATA3" -3.12
"1202" "Normal" "GATA3" -4.87
"1203" "Normal" "GATA3" -3.83
"1204" "Normal" "GATA3" -3.88
"1205" "Normal" "GATA3" -1.86
"1206" "Normal" "GATA3" -4.58
"1207" "Normal" "GATA3" -4.39
"1208" "Normal" "GATA3" -2.8
"1209" "Normal" "GATA3" -3.44
"1210" "Normal" "GATA3" -4.26
"1211" "Normal" "GATA3" -4.41
"1212" "Normal" "GATA3" -3.81
"1213" "Normal" "GATA3" -3.56
"1214" "Normal" "GATA3" -3.78
"1215" "Normal" "GATA3" -4.41
"1216" "Normal" "GATA3" -3.58
"1217" "Normal" "GATA3" -4.16
"1218" "Normal" "GATA3" -4.08
"1219" "Normal" "GATA3" -4.05
"1220" "Normal" "GATA3" -4.33
"1221" "Normal" "GATA3" -3.5
"1222" "Normal" "GATA3" -4.37
"1223" "Normal" "GATA3" -4.19
"1224" "Normal" "GATA3" -3.34
"1225" "Normal" "GATA3" -3.08
"1226" "Normal" "GATA3" -4.38
"1227" "Normal" "GATA3" -3.7
"1228" "Normal" "GATA3" -4.37
"1229" "Normal" "GATA3" -4.5
"1230" "Normal" "GATA3" -2.06
"1231" "Normal" "GATA3" -3.81
"1232" "Normal" "GATA3" -3.54
"1233" "Normal" "GATA3" -4.82
"1234" "Normal" "GATA3" -3.8
"1235" "Normal" "GATA3" -4.26
"1236" "Normal" "GATA3" -3.25
"1237" "Normal" "GATA3" -2.75
"1238" "Normal" "GATA3" -4.94
"1239" "Normal" "GATA3" -3.49
"1240" "Normal" "GATA3" -4.48
"1241" "Normal" "GATA3" -4.23
"1242" "Normal" "GATA3" -4.76
"1243" "Normal" "GATA3" -4.8
"1244" "Normal" "GATA3" -4.18
"1245" "Normal" "GATA3" -3.96
"1246" "Normal" "GATA3" -4.46
"1247" "Normal" "GATA3" -4.27
"1248" "Normal" "GATA3" -3.41
"1249" "Normal" "GATA3" -4.12
"1250" "Normal" "GATA3" -4.66
"1251" "Normal" "GATA3" -3.88
"1252" "Normal" "GATA3" -3.4
"1253" "Normal" "GATA3" -4.01
"1254" "Normal" "GATA3" -4.48
"1255" "Normal" "GATA3" -3.09
"1256" "Normal" "GATA3" -4.72
"1257" "Normal" "GATA3" -4.76
"1258" "Normal" "GATA3" -2.94
"1259" "Normal" "GATA3" -3.67
"1260" "Normal" "GATA3" -4.68
"1261" "Normal" "GATA3" -3.95
"1262" "Normal" "GATA3" -4.32
"1263" "Normal" "GATA3" -3.03
"1264" "Normal" "GATA3" -3.36
"1265" "Normal" "GATA3" -4.03
"1266" "Normal" "GATA3" -3.11
"1267" "Normal" "GATA3" -4.5
"1268" "Normal" "GATA3" -3.29
"1269" "Normal" "GATA3" -4.13
"1270" "Normal" "GATA3" -4.43
"1271" "Normal" "GATA3" -2.1
"1272" "Normal" "GATA3" -4.82
"1273" "Normal" "GATA3" -4.87
"1274" "Normal" "GATA3" -3.56
"1275" "Normal" "GATA3" -4.54
"1276" "Normal" "GATA3" -4.58
"1277" "Normal" "GATA3" -4.44
"1278" "Normal" "GATA3" -4.48
"1279" "Normal" "GATA3" -4.75
"1280" "Normal" "GATA3" -4.22
"1281" "Normal" "GATA3" -3.07
"1282" "Normal" "GATA3" -3.64
"1283" "Normal" "GATA3" -2.98
"1284" "Normal" "GATA3" -2.57
"1285" "Normal" "GATA3" -4.4
"1286" "Normal" "GATA3" -4.33
"1287" "Normal" "GATA3" -3.23
"1288" "Normal" "GATA3" -4.12
"1289" "Normal" "GATA3" -4.34
"1290" "Normal" "GATA3" -3
"1291" "Normal" "GATA3" -5.06
"1292" "Normal" "GATA3" -3.36
"1293" "Normal" "GATA3" -4.29
"1294" "Normal" "GATA3" -0.8
"1295" "Normal" "GATA3" -2.32
"1296" "Normal" "GATA3" -3.83
"1297" "Normal" "GATA3" -3.68
"1298" "Normal" "GATA3" -4.05
"1299" "Normal" "GATA3" -2.87
"1300" "Normal" "GATA3" -3.95
"1301" "Normal" "GATA3" -4.74
"1302" "Normal" "GATA3" -3.53
"1303" "Normal" "GATA3" -3.05
"1304" "Normal" "GATA3" -3.72
"1305" "Normal" "GATA3" -4.42
"1306" "Tumor" "PTEN" 1.36
"1307" "Tumor" "PTEN" 0.43
"1308" "Tumor" "PTEN" 1.31
"1309" "Tumor" "PTEN" 0.81
"1310" "Tumor" "PTEN" 0.25
"1311" "Tumor" "PTEN" 1.31
"1312" "Tumor" "PTEN" -0.24
"1313" "Tumor" "PTEN" -1.24
"1314" "Tumor" "PTEN" 1.21
"1315" "Tumor" "PTEN" 0.29
"1316" "Tumor" "PTEN" -0.17
"1317" "Tumor" "PTEN" 0.58
"1318" "Tumor" "PTEN" 0
"1319" "Tumor" "PTEN" 0.46
"1320" "Tumor" "PTEN" 0.71
"1321" "Tumor" "PTEN" 0.37
"1322" "Tumor" "PTEN" 0.92
"1323" "Tumor" "PTEN" -0.04
"1324" "Tumor" "PTEN" 0.15
"1325" "Tumor" "PTEN" 1.36
"1326" "Tumor" "PTEN" 0.94
"1327" "Tumor" "PTEN" 0.64
"1328" "Tumor" "PTEN" -0.14
"1329" "Tumor" "PTEN" 0.27
"1330" "Tumor" "PTEN" 0.47
"1331" "Tumor" "PTEN" 0.98
"1332" "Tumor" "PTEN" 0.46
"1333" "Tumor" "PTEN" 0.86
"1334" "Tumor" "PTEN" 0.64
"1335" "Tumor" "PTEN" 0.98
"1336" "Tumor" "PTEN" 0.34
"1337" "Tumor" "PTEN" 1.1
"1338" "Tumor" "PTEN" -0.7
"1339" "Tumor" "PTEN" 0.27
"1340" "Tumor" "PTEN" -0.13
"1341" "Tumor" "PTEN" 1.36
"1342" "Tumor" "PTEN" 0.78
"1343" "Tumor" "PTEN" 1.25
"1344" "Tumor" "PTEN" 0.73
"1345" "Tumor" "PTEN" 1.03
"1346" "Tumor" "PTEN" 1.12
"1347" "Tumor" "PTEN" 1.01
"1348" "Tumor" "PTEN" 0.55
"1349" "Tumor" "PTEN" 0.93
"1350" "Tumor" "PTEN" 1.34
"1351" "Tumor" "PTEN" 1.09
"1352" "Tumor" "PTEN" 0.4
"1353" "Tumor" "PTEN" 1.11
"1354" "Tumor" "PTEN" 0.56
"1355" "Tumor" "PTEN" 0.34
"1356" "Tumor" "PTEN" 0.82
"1357" "Tumor" "PTEN" 1.22
"1358" "Tumor" "PTEN" 1.25
"1359" "Tumor" "PTEN" -0.55
"1360" "Tumor" "PTEN" 0.39
"1361" "Tumor" "PTEN" -1.12
"1362" "Tumor" "PTEN" 1.27
"1363" "Tumor" "PTEN" 1.14
"1364" "Tumor" "PTEN" 0.94
"1365" "Tumor" "PTEN" 1.39
"1366" "Tumor" "PTEN" 1.09
"1367" "Tumor" "PTEN" 2.2
"1368" "Tumor" "PTEN" 0.86
"1369" "Tumor" "PTEN" -1.58
"1370" "Tumor" "PTEN" 0.85
"1371" "Tumor" "PTEN" 0.28
"1372" "Tumor" "PTEN" 0.9
"1373" "Tumor" "PTEN" 0.2
"1374" "Tumor" "PTEN" 0.66
"1375" "Tumor" "PTEN" 1.19
"1376" "Tumor" "PTEN" 1.56
"1377" "Tumor" "PTEN" 0.46
"1378" "Tumor" "PTEN" 0.42
"1379" "Tumor" "PTEN" 0.62
"1380" "Tumor" "PTEN" 1.69
"1381" "Tumor" "PTEN" 0.05
"1382" "Tumor" "PTEN" 1.57
"1383" "Tumor" "PTEN" 0.88
"1384" "Tumor" "PTEN" 0.62
"1385" "Tumor" "PTEN" 0.02
"1386" "Tumor" "PTEN" 2.04
"1387" "Tumor" "PTEN" 0.92
"1388" "Tumor" "PTEN" 0.48
"1389" "Tumor" "PTEN" 1.7
"1390" "Tumor" "PTEN" -0.42
"1391" "Tumor" "PTEN" -0.43
"1392" "Tumor" "PTEN" 1.75
"1393" "Tumor" "PTEN" 0.83
"1394" "Tumor" "PTEN" 1.92
"1395" "Tumor" "PTEN" 1.07
"1396" "Tumor" "PTEN" -0.1
"1397" "Tumor" "PTEN" -0.26
"1398" "Tumor" "PTEN" 0.84
"1399" "Tumor" "PTEN" -0.04
"1400" "Tumor" "PTEN" 0.53
"1401" "Tumor" "PTEN" 1.04
"1402" "Tumor" "PTEN" 0
"1403" "Tumor" "PTEN" 0.65
"1404" "Tumor" "PTEN" 0.52
"1405" "Tumor" "PTEN" 0.73
"1406" "Tumor" "PTEN" 0.59
"1407" "Tumor" "PTEN" 0.67
"1408" "Tumor" "PTEN" 0.44
"1409" "Tumor" "PTEN" 0.89
"1410" "Tumor" "PTEN" -0.18
"1411" "Tumor" "PTEN" 0.77
"1412" "Tumor" "PTEN" 1.09
"1413" "Tumor" "PTEN" 0.88
